,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,bound sulfur dioxide,free sulfur dioxide,pH,sulphates,alcohol
3472,6.9,0.4,0.37,8.9,0.053,112.0,36.0,3.16,0.5,9.3
606,6.6,0.29,0.44,9.0,0.053,116.0,62.0,3.02,0.45,8.9
1638,8.1,0.26,0.33,11.1,0.052,105.5,52.5,3.03,0.49,10.2
1496,6.4,0.16,0.28,2.2,0.042,60.0,33.0,3.31,0.43,11.1
5402,6.9,0.25,0.24,3.6,0.057,72.0,13.0,2.99,0.48,9.5
5936,7.2,0.16,0.35,1.2,0.031,57.0,27.0,3.33,0.34,9.9
2387,7.9,0.16,0.3,7.4,0.05,94.0,58.0,3.12,0.37,9.5
1527,8.2,0.36,0.29,7.6,0.035,85.0,37.0,3.16,0.34,12.0
1620,7.4,0.21,0.3,7.9,0.039,104.0,14.0,2.96,0.34,10.4
695,7.1,0.16,0.36,10.7,0.044,70.0,20.0,3.16,0.44,10.9
4569,5.6,0.295,0.2,2.2,0.049,116.0,18.0,3.21,0.68,10.0
1324,7.1,0.36,0.24,1.8,0.025,70.0,32.0,3.34,0.59,12.8
823,7.7,0.28,0.33,6.7,0.037,123.0,32.0,3.39,0.62,10.7
5175,6.4,0.33,0.44,8.9,0.055,112.0,52.0,3.1,0.48,9.6
5081,5.8,0.26,0.24,9.2,0.044,97.0,55.0,3.31,0.38,9.4
3590,6.5,0.36,0.16,1.3,0.054,96.0,11.0,3.19,0.39,8.5
1056,7.3,0.24,0.39,3.6,0.024,81.0,35.0,3.17,0.51,10.9
357,7.0,0.22,0.31,2.7,0.03,95.0,41.0,3.16,0.37,12.7
4975,6.6,0.26,0.46,6.9,0.047,124.0,59.0,3.2,0.45,9.3
809,8.0,0.42,0.36,5.0,0.037,67.0,34.0,3.13,0.57,12.3
958,7.9,0.25,0.29,5.3,0.031,84.0,33.0,3.06,0.32,11.8
4526,7.4,0.39,0.23,7.0,0.033,97.0,29.0,3.14,0.42,10.5
5661,7.4,0.28,0.5,12.1,0.049,74.0,48.0,3.01,0.44,9.0
2452,7.3,0.26,0.3,9.3,0.05,119.0,35.0,3.21,0.5,10.4
2315,7.1,0.31,0.17,1.0,0.042,123.0,21.0,3.13,0.4,9.6
5543,7.0,0.46,0.2,16.7,0.046,134.0,50.0,3.08,0.56,9.4
4169,6.7,0.35,0.32,9.0,0.032,84.0,29.0,3.13,0.65,12.9
5351,7.0,0.23,0.42,18.05,0.05,109.0,35.0,3.22,0.42,8.8
2116,6.6,0.33,0.24,16.05,0.045,116.0,31.0,3.08,0.52,9.2
239,7.2,0.23,0.39,14.2,0.058,143.0,49.0,2.98,0.48,9.0
3207,7.3,0.31,0.25,6.65,0.032,108.0,30.0,2.9,0.37,11.1
3764,5.8,0.3,0.23,1.5,0.034,84.0,37.0,2.96,0.34,12.1
881,7.3,0.49,0.32,5.2,0.043,86.0,18.0,3.24,0.45,10.7
2989,6.1,0.33,0.32,7.8,0.052,131.0,52.0,3.39,0.65,9.5
3008,7.1,0.17,0.4,14.55,0.047,109.0,47.0,3.34,0.78,9.1
3319,6.3,0.15,0.3,1.4,0.022,62.0,38.0,3.42,0.57,11.4
2607,6.9,0.3,0.36,0.9,0.037,116.0,40.0,3.08,0.36,12.1
742,7.4,0.26,0.43,6.0,0.022,103.0,22.0,3.13,0.55,11.5
2766,6.7,0.33,0.34,7.5,0.036,85.0,39.0,2.99,0.32,12.4
4942,7.9,0.21,0.39,2.0,0.057,117.0,21.0,3.05,0.52,10.9
1789,7.9,0.17,0.32,1.6,0.053,103.0,47.0,3.29,0.76,9.6
3038,5.8,0.32,0.2,2.6,0.027,106.0,17.0,3.36,0.78,13.9
3191,6.6,0.3,0.25,8.0,0.036,103.0,21.0,3.06,0.38,10.8
1400,6.4,0.22,0.49,7.5,0.054,109.0,42.0,3.27,0.52,10.1
2903,6.6,0.16,0.35,1.8,0.042,79.0,26.0,3.19,0.75,12.4
724,6.7,0.22,0.39,10.2,0.038,89.0,60.0,3.17,0.54,10.0
3602,7.4,0.26,0.29,3.7,0.048,59.0,14.0,3.06,0.45,11.4
3201,6.0,0.25,0.4,5.7,0.052,96.0,56.0,3.16,0.88,10.5
5037,6.9,0.75,0.13,6.3,0.036,31.0,19.0,3.09,0.25,11.1
826,5.7,0.36,0.34,4.2,0.026,56.0,21.0,3.41,0.45,11.9
3583,7.1,0.44,0.27,8.4,0.057,100.0,60.0,3.16,0.36,11.8
4363,7.5,0.32,0.24,4.6,0.053,126.0,8.0,3.14,0.5,9.1
127,6.1,0.32,0.24,1.5,0.036,86.0,38.0,3.29,0.42,12.4
3780,5.2,0.31,0.2,2.4,0.027,90.0,27.0,3.56,0.45,13.0
1723,6.6,0.32,0.22,16.7,0.046,95.0,38.0,3.22,0.67,10.4
5156,6.1,0.27,0.25,1.8,0.041,100.0,9.0,3.08,0.54,9.0
2896,6.0,0.19,0.29,1.1,0.047,85.0,67.0,3.54,0.59,11.1
758,8.0,0.29,0.29,13.2,0.046,87.0,26.0,3.25,0.37,9.7
2833,6.7,0.21,0.36,8.55,0.02,66.0,20.0,3.19,0.22,13.4
1182,7.1,0.36,0.56,1.3,0.046,77.0,25.0,3.24,0.33,10.5
595,7.7,0.2,0.44,13.9,0.05,86.0,44.0,3.11,0.48,10.0
5932,7.1,0.31,0.25,11.2,0.048,104.0,32.0,3.14,0.4,9.5
2641,6.3,0.27,0.29,12.2,0.044,137.0,59.0,3.14,0.4,8.8
5069,6.4,0.23,0.35,10.3,0.042,86.0,54.0,3.23,0.47,9.2
665,5.9,0.24,0.3,2.0,0.033,64.0,28.0,3.39,0.69,10.9
3863,7.1,0.31,0.25,11.2,0.048,104.0,32.0,3.14,0.4,9.5
4720,7.4,0.38,0.34,8.3,0.052,124.0,44.0,3.11,0.52,9.2
1063,6.4,0.26,0.22,5.1,0.037,108.0,23.0,3.29,0.32,10.1
1890,7.1,0.26,0.19,8.2,0.051,134.0,53.0,3.16,0.52,9.7
641,6.8,0.24,0.49,19.3,0.057,192.0,55.0,3.0,0.56,8.7
3311,6.3,0.24,0.29,13.7,0.035,81.0,53.0,3.17,0.38,10.6
1696,6.4,0.43,0.27,1.1,0.054,105.0,5.0,3.24,0.52,9.1
1497,6.3,0.25,0.23,14.9,0.039,95.0,47.0,3.14,0.35,9.7
1945,8.5,0.25,0.31,2.8,0.032,50.0,11.0,3.06,0.44,11.5
4949,6.5,0.28,0.35,9.8,0.067,119.0,61.0,3.15,0.57,9.0
2972,6.9,0.29,0.3,8.2,0.026,77.0,35.0,3.0,0.37,12.3
985,7.5,0.14,0.34,1.3,0.055,103.0,50.0,3.29,0.8,9.6
3789,6.0,0.2,0.26,6.8,0.049,71.0,22.0,3.15,0.42,11.0
5627,6.8,0.44,0.2,16.0,0.065,125.0,61.0,3.13,0.45,8.6
3747,6.5,0.26,0.24,10.8,0.042,83.0,47.0,3.08,0.4,10.1
1592,7.6,0.27,0.25,13.9,0.05,154.0,45.0,3.34,0.5,9.8
902,6.9,0.2,0.36,1.5,0.031,109.0,38.0,3.35,0.56,11.0
2785,5.5,0.12,0.33,1.0,0.038,108.0,23.0,3.25,0.45,9.8
5757,7.5,0.32,0.24,4.6,0.053,126.0,8.0,3.14,0.5,9.1
2860,6.5,0.32,0.34,5.7,0.044,64.0,27.0,3.28,0.6,12.0
3852,6.2,0.29,0.29,5.6,0.046,143.0,35.0,3.25,0.51,10.53333333
4517,7.7,0.3,0.23,2.0,0.068,110.0,28.0,3.11,0.62,9.8
3383,8.2,0.31,0.43,7.0,0.047,69.0,18.0,3.23,0.64,10.6
4687,6.6,0.19,0.33,1.8,0.035,106.0,42.0,3.15,0.36,10.2
2269,6.8,0.44,0.2,16.0,0.065,125.0,61.0,3.13,0.45,8.6
5656,6.8,0.22,0.36,1.2,0.052,89.0,38.0,3.04,0.54,9.2
4114,5.8,0.345,0.15,10.8,0.033,94.0,26.0,3.25,0.49,10.0
3322,7.4,0.25,0.29,6.8,0.02,82.0,31.0,3.13,0.29,10.8
5122,8.3,0.49,0.23,6.65,0.034,152.0,6.0,3.05,0.48,11.2
1095,7.8,0.16,0.41,1.7,0.026,111.0,29.0,3.02,0.78,12.5
2382,7.7,0.18,0.35,5.8,0.055,119.0,25.0,3.24,0.54,10.2
2159,6.2,0.3,0.49,11.2,0.058,147.0,68.0,3.19,0.6,9.4
5417,6.2,0.3,0.32,1.3,0.054,156.0,27.0,3.3,0.43,10.1
5692,8.2,0.28,0.42,1.8,0.031,63.0,30.0,3.09,0.39,11.4
5647,6.2,0.25,0.38,7.9,0.045,154.0,54.0,3.17,0.46,9.1
5690,5.9,0.29,0.33,7.4,0.037,147.0,58.0,3.26,0.41,9.6
4007,9.0,0.2,0.33,3.5,0.049,30.0,10.0,3.14,0.36,9.8
1697,7.6,0.2,0.3,14.2,0.056,159.5,53.0,3.14,0.46,8.9
2664,7.0,0.53,0.43,6.1,0.029,70.0,6.0,3.08,0.5,12.5
817,6.0,0.27,0.19,1.7,0.02,86.0,24.0,3.32,0.47,12.6
3675,7.4,0.16,0.3,13.7,0.056,135.0,33.0,2.9,0.44,8.7
3355,5.1,0.35,0.26,6.8,0.034,84.0,36.0,3.38,0.4,11.5
172,5.6,0.245,0.25,9.7,0.032,56.0,12.0,3.31,0.34,10.5
3678,6.6,0.22,0.35,1.4,0.05,60.0,23.0,3.17,0.48,12.0
5208,7.2,0.24,0.27,11.4,0.034,134.0,40.0,3.2,0.44,9.0
3443,6.6,0.31,0.28,1.4,0.035,79.0,28.0,3.0,0.4,13.2
4850,6.2,0.24,0.22,7.9,0.053,104.0,45.0,3.23,0.52,9.3
5436,4.2,0.215,0.23,5.1,0.041,93.0,64.0,3.42,0.44,8.0
3277,7.5,0.28,0.41,1.3,0.044,115.0,11.0,3.28,0.45,10.3
5265,7.7,0.31,0.23,2.0,0.069,105.0,29.0,3.11,0.62,9.8
5198,6.7,0.54,0.27,7.1,0.049,170.0,8.0,3.16,0.38,9.4
3278,6.5,0.19,0.34,1.6,0.029,77.0,39.0,3.21,0.68,12.5
3650,7.4,0.31,0.26,8.6,0.048,159.0,47.0,3.26,0.36,9.1
196,6.8,0.52,0.32,13.2,0.044,167.0,54.0,3.27,0.5,9.6
2261,6.6,0.36,0.52,10.1,0.05,111.0,29.0,3.07,0.4,9.4
152,6.7,0.24,0.41,9.4,0.04,117.0,49.0,3.12,0.61,9.9
4799,7.1,0.32,0.32,11.0,0.038,50.0,16.0,3.24,0.4,11.5
3169,6.8,0.12,0.3,12.9,0.049,56.0,32.0,3.2,0.35,9.9
5716,7.2,0.23,0.38,6.1,0.067,70.0,20.0,3.17,0.79,9.7
3293,7.0,0.15,0.28,14.7,0.051,120.0,29.0,2.96,0.39,9.0
1751,6.8,0.21,0.27,18.15,0.042,105.0,41.0,3.3,0.36,8.7
5298,6.4,0.34,0.2,14.9,0.06,125.0,37.0,3.13,0.45,9.0
4322,5.7,0.21,0.32,1.6,0.03,89.0,33.0,3.33,0.52,11.9
5444,7.6,0.27,0.29,2.5,0.059,78.0,37.0,3.09,0.37,9.8
5705,7.6,0.27,0.29,2.5,0.059,78.0,37.0,3.09,0.37,9.8
2684,6.6,0.17,0.35,2.6,0.03,45.0,33.0,3.22,0.72,11.3
3752,7.6,0.35,0.47,13.3,0.037,74.0,42.0,3.04,0.5,9.2
5367,6.6,0.26,0.22,18.15,0.05,116.0,23.0,3.06,0.5,9.2
4039,7.0,0.23,0.32,1.8,0.048,88.0,25.0,3.11,0.47,11.1
5183,7.6,0.29,0.26,6.5,0.042,128.0,32.0,3.14,0.47,10.7
980,7.9,0.16,0.3,4.8,0.037,134.0,37.0,3.47,0.44,9.0
117,6.4,0.595,0.14,5.2,0.058,82.0,15.0,3.38,0.36,9.0
2677,5.8,0.31,0.32,4.5,0.024,66.0,28.0,3.25,0.52,13.7
5739,6.8,0.2,0.27,1.2,0.034,49.0,19.0,3.14,0.37,11.7
5035,8.2,0.28,0.42,1.8,0.031,63.0,30.0,3.09,0.39,11.4
4052,8.6,0.36,0.26,11.1,0.03,127.5,43.5,3.03,0.49,12.0
4145,5.9,0.44,0.33,1.2,0.049,105.0,12.0,3.46,0.44,11.5
404,7.4,0.28,0.36,1.1,0.028,63.0,42.0,2.99,0.39,12.4
3064,6.9,0.28,0.33,1.2,0.039,82.0,16.0,3.07,0.39,11.7
2561,7.2,0.2,0.22,1.6,0.044,84.0,17.0,3.37,0.53,10.0
1231,6.3,0.23,0.49,7.1,0.05,143.0,67.0,3.23,0.34,9.5
1825,7.1,0.22,0.32,16.9,0.056,109.0,49.0,3.37,0.38,9.6
216,6.9,0.29,0.4,19.45,0.043,120.0,36.0,2.93,0.47,8.9
2472,7.3,0.21,0.33,1.0,0.037,78.0,66.0,3.11,0.52,10.2
3537,5.9,0.23,0.24,1.6,0.037,83.0,32.0,3.21,0.51,11.4
424,7.2,0.28,0.54,16.7,0.045,146.0,54.0,3.08,0.49,9.5
3146,8.1,0.17,0.21,1.6,0.036,95.0,24.0,3.18,0.52,10.1
1155,7.6,0.19,0.41,1.1,0.04,105.0,38.0,2.92,0.42,11.4
5712,7.4,0.28,0.25,11.9,0.053,123.0,25.0,3.1,0.62,9.2
3273,6.2,0.2,0.33,5.4,0.028,54.0,21.0,3.36,0.41,13.5
4876,7.5,0.34,0.24,3.85,0.031,29.0,5.0,3.01,0.36,11.8
1028,6.4,0.3,0.38,7.8,0.046,157.0,35.0,3.1,0.37,9.0
776,7.9,0.28,0.41,2.0,0.044,102.0,50.0,3.45,0.49,10.7
1273,5.6,0.185,0.49,1.1,0.03,89.0,28.0,3.55,0.45,10.3
4462,6.4,0.3,0.16,7.5,0.05,136.0,55.0,3.17,0.49,9.0
204,5.8,0.2,0.27,1.4,0.031,65.0,12.0,3.25,0.36,10.9
5880,7.6,0.25,0.34,1.3,0.056,142.0,34.0,3.1,0.51,9.5
5952,6.1,0.45,0.27,0.8,0.039,69.0,13.0,3.23,0.32,9.5
3765,6.2,0.36,0.22,5.25,0.038,101.0,44.0,3.22,0.4,11.2
1652,6.8,0.31,0.32,7.6,0.052,108.0,35.0,3.14,0.38,9.0
591,5.6,0.25,0.26,3.6,0.037,97.0,18.0,3.42,0.5,12.6
1383,8.9,0.32,0.49,1.6,0.05,114.0,17.0,3.13,0.34,9.4
5694,7.5,0.3,0.21,6.55,0.026,110.0,33.0,2.92,0.35,11.1
2201,6.3,0.13,0.42,1.1,0.043,83.0,63.0,3.13,0.72,11.2
1136,7.8,0.21,0.39,1.8,0.034,118.0,62.0,3.09,0.75,12.6
2148,6.8,0.21,0.36,18.1,0.046,101.0,32.0,3.27,0.48,8.8
2541,7.7,0.25,0.3,7.8,0.038,129.0,67.0,3.1,0.5,10.1
854,6.2,0.25,0.47,11.6,0.048,148.0,62.0,3.19,0.5,9.5
2520,6.9,0.14,0.38,1.0,0.041,59.0,22.0,3.03,0.54,11.4
2672,7.1,0.28,0.35,3.5,0.028,56.0,35.0,2.96,0.33,12.1
1316,7.3,0.26,0.49,5.0,0.028,75.0,32.0,3.24,0.54,10.8
1193,5.6,0.49,0.13,4.5,0.039,99.0,17.0,3.42,0.9,13.7
5750,6.0,0.36,0.16,6.3,0.036,155.0,36.0,3.17,0.62,9.8
1188,8.1,0.19,0.4,0.9,0.037,107.0,73.0,3.06,0.34,10.0
651,7.2,0.23,0.19,13.7,0.052,150.0,47.0,3.12,0.53,9.0
1297,8.2,0.24,0.49,9.3,0.038,111.0,52.0,3.02,0.33,10.6
5044,7.1,0.12,0.32,9.6,0.054,98.0,64.0,3.4,0.41,9.4
2840,6.7,0.24,0.37,11.3,0.043,109.0,64.0,3.08,0.53,9.9
5526,5.8,0.25,0.26,13.1,0.051,104.0,44.0,3.29,0.38,9.3
3614,6.3,0.29,0.23,14.2,0.037,75.0,24.0,3.08,0.38,10.6
4916,5.8,0.33,0.23,5.0,0.053,77.0,29.0,3.13,0.52,9.0
5237,7.1,0.29,0.3,16.0,0.036,143.0,58.0,3.3,0.67,9.0
2026,6.5,0.21,0.28,1.4,0.046,40.0,26.0,3.43,0.48,11.1
2856,5.8,0.23,0.2,2.0,0.043,115.0,39.0,3.21,0.39,10.2
842,8.0,0.19,0.36,1.8,0.05,68.0,16.0,3.15,0.45,9.8
81,7.5,0.305,0.4,18.9,0.059,126.0,44.0,2.99,0.46,9.0
2310,7.1,0.31,0.17,1.0,0.042,123.0,21.0,3.13,0.4,9.6
2357,6.5,0.29,0.31,1.7,0.035,55.0,24.0,3.27,0.69,11.4
419,6.3,0.19,0.28,1.8,0.022,130.0,28.0,3.2,0.64,11.4
4968,6.6,0.32,0.36,8.0,0.047,111.0,57.0,3.15,0.46,9.6
3976,5.8,0.555,0.26,4.5,0.053,109.0,17.0,3.24,0.46,9.1
3342,7.9,0.21,0.39,2.0,0.057,117.0,21.0,3.05,0.52,10.9
4432,6.4,0.25,0.53,6.6,0.038,175.0,59.0,3.03,0.42,8.8
4502,6.3,0.25,0.44,11.6,0.041,147.0,48.0,3.18,0.52,9.5
1111,6.9,0.2,0.4,7.7,0.032,125.0,51.0,3.22,0.27,11.4
2780,7.0,0.17,0.36,6.4,0.055,81.0,42.0,3.11,0.5,11.0
638,7.1,0.13,0.4,1.2,0.047,80.0,54.0,3.3,0.97,9.8
2355,5.3,0.2,0.31,3.6,0.036,69.0,22.0,3.41,0.5,9.8
1762,6.9,0.17,0.25,1.6,0.047,98.0,34.0,3.16,0.48,11.4
3363,5.1,0.35,0.26,6.8,0.034,84.0,36.0,3.38,0.4,11.5
3486,7.5,0.35,0.48,12.4,0.056,115.5,61.0,2.97,0.52,8.8
5634,6.4,0.22,0.31,13.9,0.04,78.0,57.0,3.21,0.38,10.7
3528,6.1,0.25,0.48,15.8,0.052,69.0,25.0,3.07,0.45,9.2
5071,9.6,0.25,0.54,1.3,0.04,144.0,16.0,2.94,0.43,10.5
4161,6.7,0.16,0.32,12.5,0.035,138.0,18.0,2.88,0.36,9.0
4426,7.8,0.24,0.38,2.1,0.058,153.0,14.0,3.21,0.55,9.9
56,7.4,0.24,0.29,10.1,0.05,84.0,21.0,3.13,0.35,9.5
4693,6.0,0.28,0.25,1.8,0.042,100.0,8.0,3.08,0.55,9.0
2155,7.1,0.34,0.31,5.2,0.032,104.0,36.0,3.35,0.47,12.3
5902,6.0,0.16,0.3,6.7,0.043,110.0,43.0,3.63,0.46,10.6
2893,6.4,0.35,0.28,12.6,0.039,105.0,19.0,3.2,0.43,10.6
4795,6.7,0.14,0.46,1.6,0.036,77.0,15.0,3.37,0.49,10.9
2710,6.7,0.21,0.37,2.5,0.034,54.0,35.0,3.25,0.5,11.0
215,6.9,0.115,0.35,5.4,0.048,72.0,36.0,3.32,0.42,10.2
352,7.3,0.28,0.36,12.7,0.04,102.0,38.0,3.3,0.79,9.6
5201,7.8,0.28,0.31,2.1,0.046,180.0,28.0,3.23,0.64,9.8
2697,7.0,0.25,0.45,2.3,0.045,78.0,40.0,3.16,0.48,11.9
5668,7.5,0.42,0.14,10.7,0.046,77.0,18.0,3.22,0.33,10.7
5928,9.2,0.34,0.27,1.2,0.026,56.0,17.0,3.08,0.39,10.8
3769,6.2,0.36,0.22,5.25,0.038,101.0,44.0,3.22,0.4,11.2
284,7.4,0.2,0.43,7.8,0.045,126.0,27.0,3.19,0.55,9.0
1418,8.8,0.39,0.34,5.9,0.055,95.0,33.0,2.95,0.51,11.8
763,8.3,0.27,0.45,1.3,0.048,64.0,8.0,3.08,0.61,10.3
2494,7.0,0.28,0.32,7.75,0.032,84.0,30.0,3.12,0.64,12.8
2703,6.9,0.3,0.36,4.5,0.054,172.0,31.0,3.4,0.57,10.4
2203,6.3,0.13,0.42,1.1,0.043,83.0,63.0,3.13,0.72,11.2
385,5.9,0.46,0.14,2.7,0.042,133.0,27.0,3.46,0.51,10.6
2123,6.8,0.34,0.1,1.4,0.049,89.0,29.0,3.21,0.41,9.5
525,5.8,0.31,0.33,1.2,0.036,76.0,23.0,3.18,0.6,10.5
2186,9.0,0.29,0.34,12.1,0.03,143.0,34.0,3.13,0.47,10.6
1829,7.2,0.16,0.26,7.1,0.054,183.0,41.0,3.38,0.55,10.1
2694,6.7,0.14,0.51,4.3,0.028,67.0,57.0,2.91,0.54,10.7
708,8.7,0.23,0.32,13.4,0.044,134.0,35.0,3.12,0.47,8.8
2950,7.6,0.2,0.26,4.8,0.033,50.0,26.0,2.98,0.49,12.3
3312,6.9,0.4,0.17,12.9,0.033,127.0,59.0,3.08,0.49,9.4
3433,6.2,0.39,0.24,4.8,0.037,93.0,45.0,3.23,0.43,11.2
571,5.8,0.32,0.38,4.75,0.033,71.0,23.0,3.42,0.42,11.8
4218,6.0,0.14,0.37,1.2,0.032,85.0,63.0,3.32,0.44,11.2
265,6.0,0.1,0.24,1.1,0.041,50.0,15.0,3.61,0.61,10.3
5287,7.5,0.26,0.52,13.2,0.047,115.0,64.0,3.1,0.46,9.0
2674,8.5,0.19,0.48,1.1,0.026,35.0,23.0,2.9,0.5,10.5
518,7.7,0.24,0.27,1.8,0.051,138.0,52.0,3.23,0.5,10.8
3101,7.6,0.23,0.29,8.6,0.053,81.0,65.0,3.11,0.32,9.8
2728,6.5,0.16,0.33,4.8,0.043,69.0,45.0,3.18,0.44,11.2
5619,6.2,0.32,0.24,4.1,0.051,115.0,34.0,3.36,0.52,11.0
5535,6.9,0.18,0.38,6.5,0.039,90.0,20.0,3.1,0.42,10.5
415,7.4,0.26,0.31,7.6,0.047,125.0,52.0,3.13,0.45,8.9
2121,7.0,0.28,0.32,1.7,0.038,101.0,27.0,3.2,0.62,10.2
112,7.9,0.21,0.4,1.2,0.039,69.0,38.0,3.21,0.54,10.8
1930,7.5,0.31,0.24,7.1,0.031,113.0,28.0,3.16,0.38,10.6
2297,8.3,0.4,0.41,8.2,0.05,107.0,15.0,3.39,0.49,9.3
4991,6.4,0.2,0.28,2.5,0.032,60.0,24.0,3.31,0.55,11.5
3919,6.6,0.22,0.23,17.3,0.047,81.0,37.0,3.08,0.46,8.8
978,6.9,0.32,0.17,7.6,0.042,150.0,69.0,3.13,0.4,8.9
5797,6.1,0.27,0.25,1.8,0.041,100.0,9.0,3.08,0.54,9.0
2095,6.9,0.43,0.28,9.4,0.056,154.0,29.0,3.17,0.43,9.4
912,6.8,0.15,0.33,4.7,0.059,87.0,31.0,3.43,0.39,9.0
876,7.1,0.47,0.24,6.0,0.044,66.0,11.0,3.21,0.56,9.7
1848,7.9,0.28,0.32,3.6,0.038,67.0,9.0,3.05,0.31,11.7
1711,5.6,0.18,0.31,1.5,0.038,68.0,16.0,3.34,0.58,10.1
5022,7.1,0.39,0.35,12.5,0.044,46.0,26.0,3.17,0.29,11.6
2402,6.2,0.235,0.34,1.9,0.036,113.0,4.0,3.4,0.44,12.2
4776,6.1,0.33,0.32,7.8,0.052,131.0,52.0,3.39,0.65,9.5
4281,6.4,0.23,0.35,10.3,0.042,86.0,54.0,3.23,0.47,9.2
5746,7.6,0.345,0.26,1.9,0.043,119.0,15.0,3.08,0.38,9.5
1532,7.4,0.35,0.31,17.95,0.062,145.0,42.0,3.27,0.64,9.1
5911,6.7,0.26,0.51,8.0,0.062,144.0,50.0,3.13,0.5,9.6
4235,6.8,0.27,0.3,13.0,0.047,91.0,69.0,3.16,0.5,9.6
4861,8.5,0.18,0.3,1.1,0.028,61.0,34.0,2.83,0.36,10.0
1334,8.8,0.35,0.49,1.0,0.036,42.0,14.0,2.96,0.33,10.5
3235,7.1,0.2,0.27,9.6,0.037,86.0,19.0,3.04,0.37,10.5
1791,7.2,0.24,0.19,7.7,0.045,123.0,53.0,3.17,0.38,9.5
3775,6.9,0.42,0.2,15.4,0.043,144.0,57.0,3.08,0.54,9.4
1513,7.8,0.39,0.26,9.9,0.059,148.0,33.0,3.04,0.42,10.9
255,6.2,0.31,0.26,4.8,0.037,112.0,36.0,3.21,0.41,10.4
304,7.1,0.365,0.14,1.2,0.055,60.0,24.0,3.15,0.43,8.9
5815,8.9,0.13,0.49,1.0,0.028,18.0,6.0,2.91,0.32,9.9
1249,7.4,0.16,0.49,1.2,0.055,132.0,18.0,3.23,0.47,11.2
4394,5.5,0.18,0.22,5.5,0.037,76.0,10.0,3.46,0.44,12.2
3799,7.2,0.21,0.36,15.7,0.045,115.0,68.0,3.25,0.76,9.4
5993,5.6,0.41,0.22,7.1,0.05,110.0,44.0,3.3,0.4,10.5
1345,8.5,0.17,0.49,8.8,0.048,85.0,23.0,2.88,0.34,10.5
1132,5.2,0.37,0.33,1.2,0.028,68.0,13.0,3.37,0.38,11.7
1888,6.4,0.24,0.23,7.3,0.069,126.0,31.0,3.25,0.53,9.1
668,7.8,0.42,0.23,8.8,0.054,173.0,42.0,3.02,0.58,9.2
4704,6.6,0.25,0.36,8.1,0.045,126.0,54.0,3.08,0.42,9.2
5534,6.9,0.75,0.13,6.3,0.036,31.0,19.0,3.09,0.25,11.1
4945,7.0,0.12,0.19,4.9,0.055,100.0,27.0,3.29,0.41,9.4
4532,6.7,0.41,0.34,9.2,0.049,121.0,29.0,3.22,0.51,9.1
3466,6.4,0.2,0.15,6.6,0.046,87.0,26.0,2.99,0.58,9.9
278,5.6,0.26,0.26,5.7,0.031,68.0,12.0,3.25,0.38,10.8
1954,6.7,0.25,0.26,13.5,0.06,106.0,50.0,3.39,0.46,9.9
3823,5.9,0.2,0.28,1.0,0.043,55.0,45.0,3.4,0.41,11.4
2391,7.7,0.3,0.34,1.2,0.048,115.0,4.0,3.18,0.34,12.1
4316,5.3,0.6,0.34,1.4,0.031,57.0,3.0,3.27,0.38,13.0
1103,6.9,0.39,0.22,4.3,0.03,92.0,10.0,3.0,0.87,11.6
3479,5.4,0.24,0.18,2.3,0.05,123.0,22.0,3.24,0.46,10.3
4412,6.5,0.41,0.22,4.8,0.052,93.0,49.0,3.14,0.62,9.2
228,7.7,0.26,0.4,1.1,0.042,51.0,9.0,2.89,0.5,10.6
1628,6.6,0.25,0.36,8.1,0.045,126.0,54.0,3.08,0.42,9.2
443,7.2,0.31,0.46,5.0,0.04,26.0,3.0,3.04,0.53,12.5
2371,6.7,0.27,0.33,3.6,0.034,36.0,9.0,3.08,0.4,10.5
5664,7.3,0.22,0.37,15.5,0.048,133.0,70.0,3.25,0.77,9.4
2019,8.1,0.24,0.26,11.0,0.043,170.0,41.0,3.11,0.49,10.0
1974,7.0,0.32,0.31,6.4,0.031,77.0,38.0,3.38,0.58,12.2
5805,6.5,0.25,0.27,15.2,0.049,142.0,75.0,3.19,0.39,9.9
4262,6.4,0.31,0.5,5.8,0.038,69.0,42.0,3.18,0.53,11.9
1718,9.0,0.55,0.3,8.1,0.026,57.0,14.0,2.94,0.36,11.8
5358,6.3,0.33,0.2,17.9,0.066,125.0,36.0,3.14,0.51,8.8
996,7.6,0.21,0.44,1.9,0.036,109.0,10.0,3.01,0.7,12.8
1131,6.8,0.26,0.33,1.5,0.047,123.0,44.0,3.12,0.44,10.5
3423,6.7,0.26,0.29,7.7,0.038,139.0,40.0,3.23,0.56,10.4
2918,5.1,0.165,0.22,5.7,0.047,104.0,42.0,3.18,0.55,9.9
1237,6.3,0.27,0.49,1.2,0.063,57.0,35.0,3.38,0.42,12.2
894,7.5,0.21,0.34,1.2,0.06,85.0,26.0,3.51,0.47,10.7
3325,6.5,0.25,0.27,17.4,0.064,111.0,29.0,3.2,0.49,10.1
1545,7.5,0.33,0.39,12.4,0.065,90.0,29.0,3.16,0.39,9.4
3883,6.7,0.26,0.29,7.1,0.036,72.0,28.0,3.08,0.36,9.3
1347,7.1,0.64,0.49,1.8,0.05,111.0,17.0,3.31,0.58,10.6
4209,6.0,0.32,0.46,1.5,0.05,133.0,56.0,3.24,0.49,9.6
